iana_id,name,link,email,form,api,notes,found,as_of
411,"Sea Wasp, LLC",http://www.fabulous.com,support@Fabulous.com,,,,TRUE,2025-07-23
412,"Domain-It!, Inc.",https://www.domainit.com/,,,,Unable to locate,FALSE,2025-07-22
413,"Domain Pro, LLC",http://www.domainpro.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
418,CommuniGal Communication Ltd.,http://www.galcomm.com,abuse@galcomm.com,https://www.galcomm.com/abuse/abuse@galcomm.com,,,TRUE,2025-07-22
420,"Alibaba Cloud Computing (Beijing) Co., Ltd.",http://www.net.cn,DomainAbuse@service.aliyun.com,,,,TRUE,2025-07-22
430,CSC Digital Brand Services (UK) Limited,https://www.cscdbs.com/,,,,Unable to locate,FALSE,2025-07-22
431,"DreamHost, LLC",http://www.dreamhost.com,abuse@dreamhost.com,,,,TRUE,2025-07-22
433,OVH sas,http://www.ovh.com,abuse@ovh.net,https://www.ovhcloud.com/en/abuse/,,,TRUE,2025-07-22
437,SiteName Ltd.,http://www.sitename.com,abuse@galcomm.com,https://www.galcomm.com/abuse/abuse@galcomm.com,,,TRUE,2025-07-22
440,"Wild West Domains, LLC",http://www.wildwestdomains.com,abuse@wildwestdomains.com ,https://supportcenter.secureserver.net/AbuseReport,,,TRUE,2025-07-23
444,"Inames Co., Ltd.",http://www.inames.co.kr,,,,Unable to locate,FALSE,2025-07-23
447,SafeNames Ltd.,http://www.safenames.net,,https://www.safenames.net/abusereport,,,TRUE,2025-07-22
448,"Universal Registration Services, Inc. dba NewDentity.com",http://www.newdentity.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
450,"DomainName.com, Inc.",https://domainnamecom.xyz,,,,Unable to locate,FALSE,2025-07-22
452,"Name105, Inc.",http://www.name.com,,https://www.name.com/abuse,,,TRUE,2025-07-22
455,"EnCirca, Inc.",http://www.encirca.com,reportedabuse@encirca.com,,,,TRUE,2025-07-23
456,Webnames.ca Inc.,http://www.webnames.ca,abuse@webnames.ca,,,,TRUE,2025-07-22
460,Web Commerce Communications Limited dba WebNic.cc,https://www.webnic.cc,compliance_abuse@webnic.cc,https://www.webnic.cc/contact-us/,,,TRUE,2025-07-23
463,"Regional Network Information Center, JSC dba RU-CENTER",http://nic.ru,,https://www.nic.ru/support/create_ticket,,,TRUE,2025-07-23
465,Domains.coop Limited,http://www.domains.coop,,,,Unable to locate,FALSE,2025-07-23
466,"DomainSite, Inc.",http://www.name.com,,https://www.name.com/abuse,,,TRUE,2025-07-22
468,"Amazon Registrar, Inc.",http://registrar.amazon.com,,https://support.aws.amazon.com/#/contacts/report-abuse/?cu-additional-resource,,,TRUE,2025-07-22
469,easyDNS Technologies Inc.,http://www.easydns.com,,https://easydns.com/abuse-report/,,,TRUE,2025-07-22
470,Nom-iq Ltd. dba COM LAUDE,http://www.comlaude.com,abuse@comlaude.com,,,,TRUE,2025-07-22
471,"Bizcn.com, Inc.",http://www.bizcn.com,,,,Unable to locate,FALSE,2025-07-22
472,Dynadot Inc,http://www.dynadot.com,,https://www.dynadot.com/report-abuse,,,TRUE,2025-07-22
474,IDC Frontier Inc.,http://do-reg.jp/,,,,Unable to locate,FALSE,2025-07-22
600,Rebel Ltd,http://www.rebel.com,,https://www.rebel.com/,,,TRUE,2025-07-22
601,French Connexion SARL dba Domaine.fr,http://www.domaine.fr,,https://domaine.fr/nous-contacter,,,TRUE,2025-07-23
603,Inic GmbH,http://www.inic.ch,,,,Unable to locate,FALSE,2025-07-23
604,In2net Network Inc.,http://www.in2net.com,,https://www.in2net.com/report-abuse/,,,TRUE,2025-07-22
605,rockenstein AG,http://www.rockenstein.de,,,,Unable to locate,FALSE,2025-07-22
606,"Namezero, LLC",http://www.namezero.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
607,Annulet LLC,http://www.annulet.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
609,"Sav.com, LLC",https://www.sav.com/,,https://abuse.sav.com/sav,"Yes, through CleanDNS",,TRUE,2025-07-22
612,"Blue Razor Domains, LLC",http://www.bluerazor.com,,https://supportcenter.godaddy.com/AbuseReport,,Acquired by GoDaddy,TRUE,2025-07-23
617,Epik LLC,https://www.epik.com/,abuse@epik.com,,,,TRUE,2025-07-22
619,"Domainducks, LLC",http://www.personalnames.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
620,"Fiducia LLC, Latvijas Parstavnieciba",http://www.fiducia.com,,,,Unable to locate,FALSE,2025-07-22
625,"Name.com, Inc.",http://www.name.com,,https://www.name.com/abuse,,,TRUE,2025-07-22
626,Globis LLC,http://www.neonic.com,abuse@mail.neonic.com,,,,TRUE,2025-07-22
634,NetTuner Corp. dba Webmasters.com,http://www.webmasters.com,,,,Unable to locate,FALSE,2025-07-22
635,"SNAPNAMES 72, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
636,"BRANDON GRAY INTERNET SERVICES INC. (dba ""NameJuice.com"")",http://www.namejuice.com,abuse@namejuice.com,,,,TRUE,2025-07-22
637,Dot Holding Inc.,http://www.dotology.com,abuse@dotology.com.,,,,TRUE,2025-07-23
638,Name SRS AB,http://namesrs.com,abuse@namesrs.com,,,,TRUE,2025-07-23
642,Corsearch Domains LLC,https://www.corsearch.com,,,,Unable to locate,FALSE,2025-07-23
645,"GMO Domain International, Inc.",http://z.com/sg/,,,,Unable to locate,FALSE,2025-07-22
646,"SNAPNAMES 73, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
647,"SNAPNAMES 74, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
650,"SNAPNAMES 75, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
652,"SNAPNAMES 76, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
653,"NamePal.com #8028, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
654,"SNAPNAMES 77, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
655,"SNAPNAMES 78, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
656,"SNAPNAMES 79, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
658,"Register Names, LLC",http://www.registernames.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
659,"SNAPNAMES 80, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
661,"SNAPNAMES 81, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
662,"SNAPNAMES 82, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
663,"SNAPNAMES 83, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
664,Host Africa (Pty.) Ltd.,https://www.hostafrica.com/,,https://my.hostafrica.com/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-23
666,"SNAPNAMES 84, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
667,"Name Share, Inc.",http://www.nameshare.com,abuse-2014-ns@nameshare.com,,,,TRUE,2025-07-22
670,"$$$ Private Label Internet Service Kiosk, Inc. (dba ""PLISK.com"")",http://plisk.com,,,,Unable to locate,FALSE,2025-07-22
671,"CSC Management Consulting (Shanghai) Co., Ltd.",https://www.cscdbs.cn/,,,,Unable to locate,FALSE,2025-07-22
672,"SNAPNAMES 85, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
675,Super Registry Ltd,http://www.superregistry.co,,,,Unable to locate,FALSE,2025-07-22
682,"NamePal.com #8008, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
695,MOBIKAPP Limited,http://www.galcomm.com,abuse@galcomm.com,https://www.galcomm.com/abuse/abuse@galcomm.com,,,TRUE,2025-07-22
696,"Entorno Digital, S.A.",http://www.entorno.es,abuse@entorno.es,,,,TRUE,2025-07-22
697,"Todaynic.com, Inc.",http://www.todaynic.com,kefu@now.cn,,,,TRUE,2025-07-22
698,"Dagnabit, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
699,"Internet Internal Affairs, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
700,"Blisternet, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
701,"Domainnovations, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
702,"Dropoutlet, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
703,"Nom Infinitum, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
704,"SNAPNAMES 89, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
705,"Extra Threads, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
706,"Indirection Identity, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
707,"Fushi Tarazu, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
708,"SNAPNAMES 1, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
709,"DomainAllies.com, Inc.",http://www.domainallies.com,,,,Unable to locate,FALSE,2025-07-23
719,"NamePal.com #8001, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
731,Domus Enterprises LLC dba DOMUS,http://www.domus-llc.com,abuse@mail.domus-llc.com,,,,TRUE,2025-07-22
734,"NamePal.com #8004, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
735,Rebel.ca Corp.,http://www.rebel.ca,,https://www.rebel.com/,,,TRUE,2025-07-22
743,"NamePal.com #8002, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
748,"NamePal.com #8023, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
750,"Nerd Names, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
751,"Sicherregister, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
752,"SNAPNAMES 2, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
753,"Name Thread, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
754,"Sssasss, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
755,"Name Nelly, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
762,"NamePal.com #8024, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
763,"NamePal.com #8025, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
771,"NamePal.com #8026, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
776,Zhuimi Inc,http://register.paimi.com,,https://paimi.com/support/contact-us.php,,,TRUE,2025-07-23
777,Paimi Inc,https://paimi.com,,https://paimi.com/support/contact-us.php,,,TRUE,2025-07-23
780,"NamePal.com #8006, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
781,"NamePal.com #8007, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
782,"NamePal.com #8021, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
785,"NamePal.com #8009, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
792,"NamePal.com #8019, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
809,Ledl.net GmbH,https://www.ledl.net/,abuse@ledl.net,,,,TRUE,2025-07-22
816,"0101 Internet, Inc.",http://www.0101domain.com/,info@0101host.com,,,,TRUE,2025-07-22
817,MAFF Inc.,http://www.maff.com,,,,Unable to locate,FALSE,2025-07-22
818,"Interdominios, Inc.",http://www.interdominios.com,,,,Unable to locate,FALSE,2025-07-22
819,Turkticaret.net Yazılım Hizmetleri Sanayi ve Ticaret A.Ş.,https://turkticaret.network/,abuse@turkticaret.net,https://www.turkticaret.net/kotuye-kullanim-bildir,,,TRUE,2025-07-23
820,Nuxit,https://nuxit.com,,,,Unable to locate,FALSE,2025-07-22
826,"Name.net, Inc.",http://www.name.com,,https://www.name.com/abuse,,,TRUE,2025-07-22
828,Hetzner Online GmbH,http://www.hetzner.de,,https://abuse.hetzner.com/en,,,TRUE,2025-07-22
829,"Anytime Sites, LLC",http://www.anytimesites.com,,https://www.bigrock.in/reports.php?action=report_spam,,,TRUE,2025-07-22
831,"Crisp Names, LLC",http://www.crispnames.com,,https://www.bigrock.in/reports.php?action=report_spam,,,TRUE,2025-07-22
835,KuwaitNET General Trading Co.,http://www.kuwaitnet.net,,,,Unable to locate,FALSE,2025-07-22
836,The Namespace Group Pty Ltd,http://www.domaincentral.com.au,abuse@domaincentral.com.au,,,,TRUE,2025-07-22
839,Realtime Register B.V.,http://www.realtimeregister.com,,https://mydomainprovider.com/contact_abuse/,,,TRUE,2025-07-22
840,Nikko Reg LLP,http://www.nicco.com,abuse@nicco.com,,,,TRUE,2025-07-22
841,Tiger Technologies LLC,http://www.tigertech.net,,,,Unable to locate,FALSE,2025-07-22
845,"1800-website, LLC",http://www.1800-website.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
846,"123domainrenewals, LLC",http://www.123domainrenewals.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
847,"Hostlane, LLC",http://www.hostlane.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
848,"PrivacyPost, LLC",http://www.privacypost.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
850,"Allaccessdomains, LLC",http://www.allaccessdomains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
851,"Addressontheweb, LLC",http://www.addressontheweb.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
853,"Austriadomains, LLC",http://www.austriadomains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
854,"995discountdomains, LLC",http://www.995discountdomains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
855,"24x7domains, LLC",http://www.24x7domains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
856,"1st-for-domain-names, LLC",http://www.1st-for-domain-names.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
858,"Chinesedomains, LLC",http://www.chinesedomain.cn,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
859,"Cocosislandsdomains, LLC",http://www.cocosislandsdomains.cc,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
861,"Bidfordomainnames, LLC",http://www.bidfordomainnames.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
862,"Capitaldomains, LLC",http://www.capitaldomains.org,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
863,"Deutchdomains, LLC",http://www.deutchdomains.de,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
864,"Domaincamping, LLC",http://www.domaincamping.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
866,"Domainhostingweb, LLC",http://www.domainhostingweb.us,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
867,"Domaininternetname, LLC",http://www.domaininternetname.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
868,"Domainnamebidder, LLC",http://www.domainnamebidder.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
869,"Domainnamelookup, LLC",http://www.domainnamelookup.us,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
870,"Niuedomains, LLC",http://www.niuedomains.nu,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
871,"Samoandomains, LLC",http://www.samoandomains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
872,"Tuvaludomains, LLC",http://www.tuvaludomains.tv,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
873,"Unitedkingdomdomains, LLC",http://www.unitedkingdomdomains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
874,"Chocolatecovereddomains,LLC",http://www.chocolatecovereddomains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
875,"Claimeddomains, LLC",http://www.claimeddomains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
876,"Department-of-domains, LLC",http://www.department-of-domains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
877,"Decentdomains, LLC",http://www.decentdomains.net,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
878,"Columbiadomains, LLC",http://www.columbiadomains.net,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
879,"Domainbusinessnames, LLC",http://www.domainbusinessnames.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
880,"Domainclub.com, LLC",http://www.domainclub.com,,,,Unable to locate,FALSE,2025-07-23
881,"Domainbulkregistration, LLC",http://www.domainbulkregistration.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
882,"Domain-A-Go-Go, LLC",http://www.domain-a-go-go.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
883,"Discountdomainservices, LLC",http://www.discountdomainservices.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
884,"Diggitydot, LLC",http://www.diggitydot.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
885,"Austriandomains, LLC",http://www.austriandomains.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
886,"Domain.com, LLC",http://www.domain.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
887,"Netdorm, Inc. dba DnsExit.com",http://www.dnsexit.com,,,,Unable to locate,FALSE,2025-07-22
889,"Domainclip Domains, Inc.",http://domainclip.com,abuse@domainclip.com,,,,TRUE,2025-07-22
894,"Domain Jamboree, LLC",http://www.domainjamboreellc.com,domainabuse@40.86.78.67,,,Untested,TRUE,2025-07-22
895,Squarespace Domains II LLC,http://domains2.squarespace.com,,https://support.squarespace.com/hc/en-us/articles/11580957865869-Reporting-abuse,,,TRUE,2025-07-23
896,Aruba SpA,http://www.aruba.it,,https://www.aruba.it/en/report-abuse.aspx,,,TRUE,2025-07-23
898,Alantron Inc.,http://www.alantron.com,abuse@alantron.com,,,,TRUE,2025-07-22
899,"Tube Registrar, LLC",https://your.tube,,,,Unable to locate,FALSE,2025-07-23
902,"Arab Internet Names, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
903,"AsiaDomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
910,"Entertainment Names, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
912,"Kingdomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
913,PocketDomain.com Inc.,http://pocketdomain.com,,,,Unable to locate,FALSE,2025-07-22
914,"Postaldomains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
915,"Private Domains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
917,"SBSNames, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
918,"Small Business Names And Certs, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
919,"Traffic Names, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
920,"Travel Domains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
921,"Whiteglove Domains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
922,"Afterdark Domains, LLC",http://www.networksolutions.com,,https://www.newfold.com/abuse,,,TRUE,2025-07-22
